"[[ 0.394951    0.01577375 -0.28356984 ... -0.2808393   0.5806245
   2.5973501 ]
 [ 0.34955764 -0.09586511 -0.38582587 ... -0.28417325  0.41180784
   2.5541155 ]
 [ 0.25348088 -0.09534121 -0.2828426  ... -0.3196259   0.48486757
   2.5616188 ]
 ...
 [-0.4132709  -0.46179047 -0.46772224 ... -0.37183297 -0.40881893
  -0.5130079 ]
 [-0.41381443 -0.46201515 -0.46751848 ... -0.37182382 -0.4088971
  -0.5130506 ]
 [-0.41436648 -0.4628774  -0.46736145 ... -0.37185308 -0.4088342
  -0.5130319 ]]",gel
"[[ 1.1230263   0.40840706 -0.1506506  ... -0.06887244 -0.10382733
   0.05257057]
 [ 1.1837393   0.5264721  -0.22227629 ... -0.07854345 -0.01878762
   0.01161647]
 [ 1.162591    0.46698716 -0.05411767 ... -0.06691886  0.00220426
  -0.07678966]
 ...
 [-0.16923097 -0.21694675 -0.24742708 ... -0.12571695 -0.13074471
  -0.14708605]
 [-0.16922426 -0.21692146 -0.24743421 ... -0.12571631 -0.1307374
  -0.1470625 ]
 [-0.16921751 -0.21694592 -0.24743947 ... -0.12571664 -0.13071059
  -0.1470419 ]]",pia
"[[ 1.6630639   0.54868495 -0.38647524 ...  0.34523505  0.4769298
   0.46020418]
 [ 1.6839671   0.5765682  -0.3600543  ... -0.12555155  0.0806978
   0.07540959]
 [ 1.7049221   0.534118   -0.31720546 ...  0.08832625  0.12204151
   0.05294405]
 ...
 [-0.4109081  -0.44979376 -0.3939121  ... -0.39494917 -0.41054544
  -0.3902622 ]
 [-0.41090277 -0.4498369  -0.39393857 ... -0.3949505  -0.41055843
  -0.39034125]
 [-0.41088682 -0.44977522 -0.39394265 ... -0.39491543 -0.41060442
  -0.39037183]]",pia
"[[-0.4090107  -0.30964234 -0.15084623 ... -0.21394594  0.08349321
   1.8932412 ]
 [-0.39036945 -0.32452613 -0.19410868 ... -0.2733838   0.29053992
   2.0236208 ]
 [-0.38723016 -0.3467115  -0.16743061 ... -0.20014794  0.1847168
   2.1446576 ]
 ...
 [-0.38108587 -0.36099142 -0.26613036 ... -0.3104929  -0.27053854
  -0.2502668 ]
 [-0.38122335 -0.3608917  -0.26611748 ... -0.31047976 -0.27053997
  -0.2502511 ]
 [-0.38129053 -0.36110055 -0.2660992  ... -0.31050566 -0.2704974
  -0.25021386]]",pia
"[[ 7.04024     6.0889506   4.7922854  ...  2.87692     3.5133557
   4.7747507 ]
 [ 5.203301    2.560163    2.3484998  ...  1.300395    1.4936239
   2.5162945 ]
 [ 3.6201532   1.9983655  -0.12202257 ... -0.22891518 -0.18432495
   0.41722843]
 ...
 [-0.24274626 -0.26222676 -0.2563168  ... -0.32171607 -0.2761154
  -0.2368595 ]
 [-0.24279383 -0.2622412  -0.25629672 ... -0.32177964 -0.27598074
  -0.23683731]
 [-0.24285004 -0.26234618 -0.25633284 ... -0.32182202 -0.2761076
  -0.236835  ]]",gac
"[[ 0.41824088  0.07073621 -0.19861864 ... -0.23277944  0.18732442
   2.228073  ]
 [ 0.44498375  0.11677951 -0.23155767 ... -0.17143597  0.32614204
   2.6731393 ]
 [ 0.5376238   0.11432925 -0.2214443  ...  0.31359836  0.7391221
   4.5385957 ]
 ...
 [-0.26179552 -0.26491573 -0.25788552 ... -0.2501614  -0.23111594
  -0.23335323]
 [-0.26179987 -0.2649184  -0.2578861  ... -0.25017625 -0.23112282
  -0.23336458]
 [-0.2618026  -0.2649222  -0.2578846  ... -0.25019524 -0.23114792
  -0.23339412]]",gel
"[[ 2.237219    0.7850976  -0.18598375 ... -0.31692287  0.6657412
   3.298935  ]
 [ 2.4134474   1.1987207  -0.249453   ... -0.04540375  0.33088756
   3.4371588 ]
 [ 3.639762    1.5898331  -0.28488812 ...  0.00810359  0.7579752
   4.1505113 ]
 ...
 [-0.35839292 -0.37177494 -0.36272043 ... -0.34210384 -0.34454137
  -0.34256026]
 [-0.358484   -0.371937   -0.3627077  ... -0.3421478  -0.3445041
  -0.3425504 ]
 [-0.3585204  -0.3718658  -0.36271808 ... -0.342113   -0.3445551
  -0.34255695]]",pia
"[[ 1.9320866   1.0718025   0.15619089 ... -0.33964208  0.27380887
   0.65058124]
 [ 1.7977531   0.38958776 -0.09935849 ... -0.01285823  0.25690883
  -0.0455314 ]
 [ 1.8329134   0.8138191  -0.40387464 ...  2.2503111   1.2539504
   0.3619381 ]
 ...
 [-0.50316215 -0.54940236 -0.5503375  ... -0.423496   -0.38224205
  -0.34535354]
 [-0.50313824 -0.5496     -0.55036885 ... -0.4235232  -0.38218257
  -0.34522998]
 [-0.5031535  -0.54944503 -0.5503425  ... -0.4234882  -0.3821974
  -0.34506714]]",gel
"[[ 3.7709231   2.0863345  -0.12619556 ... -0.16495232  0.05047965
   0.44327217]
 [ 3.943917    2.2837787  -0.03042768 ... -0.10292789 -0.01286597
   0.44316214]
 [ 4.324161    2.5451896  -0.13834254 ... -0.13679647 -0.04722323
   0.45928589]
 ...
 [-0.1879602  -0.19144177 -0.21221313 ... -0.18123616 -0.20753089
  -0.2343431 ]
 [-0.18796106 -0.1914416  -0.21221055 ... -0.18123889 -0.20758191
  -0.23439384]
 [-0.18796283 -0.19144623 -0.21220678 ... -0.18121977 -0.2075514
  -0.23440775]]",flu
"[[-0.26818398 -0.3587083  -0.3694921  ... -0.24356157 -0.13690913
   0.22902308]
 [-0.34875363 -0.22643276 -0.24979785 ... -0.21455565 -0.06923319
   0.09386051]
 [-0.22449365 -0.05603619  0.06044567 ...  0.20603175  0.2582974
  -0.20791589]
 ...
 [-0.34968978 -0.38335317 -0.42516717 ... -0.2965593  -0.2973371
  -0.33836982]
 [-0.34990364 -0.3840229  -0.42534807 ... -0.29686263 -0.29764387
  -0.33869153]
 [-0.34999177 -0.3836136  -0.42539278 ... -0.2968764  -0.2976623
  -0.3387178 ]]",pia
"[[ 0.28841034 -0.08355978 -0.377534   ... -0.5240873  -0.5052501
  -0.44877017]
 [ 0.30374804 -0.05876927 -0.38851225 ... -0.5360439  -0.52456176
  -0.4550981 ]
 [ 0.1489941  -0.02260875 -0.38389057 ... -0.5042178  -0.4942367
  -0.46496904]
 ...
 [-0.4010639  -0.42838925 -0.3967732  ... -0.5516099  -0.5418274
  -0.54264873]
 [-0.40100098 -0.42859718 -0.39686206 ... -0.5517383  -0.54229474
  -0.54275817]
 [-0.401095   -0.4285713  -0.39691478 ... -0.55177724 -0.5417306
  -0.5426501 ]]",pia
"[[ 0.287368   -0.0767443  -0.22740911 ... -0.3327933   0.19584724
   1.359585  ]
 [ 0.33522636 -0.01383758 -0.24291807 ... -0.3021193   0.2321973
   1.3608516 ]
 [ 0.34005922  0.00269396 -0.22308175 ... -0.2863934   0.14596604
   1.3940104 ]
 ...
 [-0.34642076 -0.31437314 -0.2751286  ... -0.36447665 -0.3072072
  -0.38093266]
 [-0.3465026  -0.31450102 -0.2751551  ... -0.36452553 -0.30732682
  -0.38098624]
 [-0.346529   -0.3144457  -0.27521765 ... -0.3644995  -0.30732515
  -0.38103062]]",pia
"[[ 0.4542567   0.31294763  0.1164163  ...  0.3710832   1.0577154
   3.0606673 ]
 [ 0.08882081 -0.03030946 -0.23509718 ...  0.7008296   2.5765576
   2.1147041 ]
 [-0.43902925 -0.3495586  -0.26195186 ...  2.1226795   2.9865353
   2.3804355 ]
 ...
 [-0.42298597 -0.43639207 -0.42613223 ... -0.38330176 -0.42927206
  -0.47081584]
 [-0.4231981  -0.43670744 -0.42617464 ... -0.38340604 -0.4294358
  -0.47114283]
 [-0.4233392  -0.436693   -0.42622104 ... -0.38350683 -0.4292962
  -0.4710529 ]]",gel
"[[ 2.5449173   1.1492661  -0.22770825 ... -0.32980934 -0.21905042
   0.0582496 ]
 [ 2.5324593   1.1374019  -0.20613255 ... -0.3175632  -0.2204192
   0.02233525]
 [ 2.6096187   1.0907505  -0.21136022 ... -0.25752282 -0.29500976
   0.12232611]
 ...
 [-0.35270238 -0.36866522 -0.2538039  ... -0.35394976 -0.34330618
  -0.27636227]
 [-0.35277554 -0.36871195 -0.25379795 ... -0.35394004 -0.34287813
  -0.27627   ]
 [-0.35284522 -0.36881337 -0.25377247 ... -0.35406047 -0.34311512
  -0.27615595]]",pia
"[[-0.42153093 -0.49814    -0.5082044  ...  3.6742725   4.1252227
   6.702509  ]
 [-0.32577035 -0.51170737 -0.5305948  ...  1.7930325   1.4494158
   3.6028044 ]
 [ 0.1960243  -0.0164668  -0.5642258  ... -0.10485922  1.44126
   1.6634564 ]
 ...
 [-0.44030258 -0.6971897  -0.79218036 ... -0.45168838 -0.43532094
  -0.5001709 ]
 [-0.44032404 -0.69706404 -0.7925611  ... -0.45164534 -0.43549398
  -0.5001088 ]
 [-0.4400496  -0.6966623  -0.7923301  ... -0.4518544  -0.43529227
  -0.4999995 ]]",gel
"[[ 1.2716466   0.73469573  0.07007585 ...  1.3763286   0.8331945
   2.639268  ]
 [ 0.9225591   0.28596798 -0.0355543  ...  4.243513    3.489607
   1.8518496 ]
 [ 0.76673585  0.13291149 -0.1607447  ...  3.3706713   2.8200529
   1.240415  ]
 ...
 [-0.39856833 -0.32826576 -0.29756597 ... -0.4846981  -0.4652971
  -0.41163063]
 [-0.3985574  -0.32831153 -0.29763255 ... -0.48465723 -0.46568125
  -0.4113912 ]
 [-0.3985106  -0.32819602 -0.2976355  ... -0.48452026 -0.46489346
  -0.411019  ]]",gel
"[[ 3.724392    1.8216724   0.06485586 ...  0.17902839 -0.06406879
  -0.22338422]
 [ 4.0652275   2.1585329  -0.12800552 ... -0.02432025  0.09488481
   0.12626104]
 [ 4.138601    2.4227161   0.00444068 ... -0.09904812 -0.05919245
   0.19241802]
 ...
 [-0.25463158 -0.21920025 -0.17752057 ... -0.28833792 -0.38607174
  -0.39086077]
 [-0.25463587 -0.21919349 -0.17752321 ... -0.28833088 -0.38609222
  -0.39088258]
 [-0.25463867 -0.2192052  -0.17753337 ... -0.28834558 -0.3860065
  -0.390845  ]]",gel
"[[ 0.56516904  0.28002948 -0.00286425 ... -0.06544432 -0.01229685
   0.01831488]
 [ 0.5986571   0.21692313  0.00572068 ... -0.09338285 -0.07941046
  -0.03064585]
 [ 0.63799864  0.3182872  -0.09729061 ... -0.10649062 -0.08926748
  -0.09717587]
 ...
 [-0.11709071 -0.12901793 -0.17003018 ... -0.13682607 -0.12740584
  -0.1426498 ]
 [-0.11712478 -0.12907574 -0.17004561 ... -0.13683392 -0.12743746
  -0.14267255]
 [-0.11714223 -0.12905803 -0.1700713  ... -0.13683963 -0.12743883
  -0.14269105]]",pia
"[[-0.45487025 -0.653544   -0.55394375 ... -0.26994056  0.13982296
   2.0190632 ]
 [-0.41867897 -0.6208933  -0.52686363 ... -0.16646059  0.32657978
   2.0767415 ]
 [-0.24295574 -0.5256325  -0.5419202  ...  0.24212979 -0.00810703
   2.2535472 ]
 ...
 [-0.52404803 -0.67967176 -0.67225224 ... -0.30496866 -0.33631617
  -0.3686119 ]
 [-0.52403736 -0.67928916 -0.67221594 ... -0.30498326 -0.3364865
  -0.36865956]
 [-0.52421546 -0.679932   -0.6721799  ... -0.30496347 -0.3364608
  -0.3687209 ]]",pia
"[[-0.03106718 -0.32164827 -0.41553494 ...  0.17772798  0.54284686
   1.1454035 ]
 [-0.13192187 -0.31789654 -0.30876395 ...  0.05496344  0.01682819
   0.80835426]
 [-0.5767352  -0.31842723 -0.2568085  ...  0.02506356  0.5134696
   0.10473797]
 ...
 [-0.5871925  -0.6416286  -0.41768768 ... -0.3375078  -0.3508202
  -0.3110995 ]
 [-0.5871051  -0.64153975 -0.41770643 ... -0.33763206 -0.35048702
  -0.31085464]
 [-0.5870623  -0.6415587  -0.41773385 ... -0.33779922 -0.35035256
  -0.31059387]]",gel
"[[ 1.1014189   0.57337016  0.68857235 ...  0.1529048   0.00862227
  -0.13014862]
 [ 0.4089548   0.46070966  0.3473961  ...  0.0474821  -0.01235639
   0.09312245]
 [ 0.06817119  0.36007178  0.72991496 ... -0.0190389   0.0636317
   0.44671798]
 ...
 [-0.23991185 -0.22509678 -0.20559295 ... -0.21905756 -0.20557858
  -0.2160045 ]
 [-0.23990823 -0.2251143  -0.20558977 ... -0.21904302 -0.20557345
  -0.21602915]
 [-0.23990141 -0.22508131 -0.20558836 ... -0.2190599  -0.20558485
  -0.21600115]]",gac
"[[ 0.6284473  -0.19950931 -0.43630636 ... -0.3475323  -0.30226508
  -0.16510814]
 [ 0.45141658 -0.19579078 -0.39721504 ... -0.32820833 -0.27893972
  -0.14552228]
 [ 0.77735496 -0.37718397 -0.20078437 ... -0.2964617  -0.19188727
  -0.20344517]
 ...
 [-0.40865952 -0.47660622 -0.48933765 ... -0.3680079  -0.34481364
  -0.36731917]
 [-0.40809235 -0.47646198 -0.4890945  ... -0.36799964 -0.3448667
  -0.36736742]
 [-0.40681922 -0.47538278 -0.4887875  ... -0.36803034 -0.3448177
  -0.3673539 ]]",pia
"[[ 1.0792271   0.0148937  -0.3563172  ... -0.37988985  0.0210724
   0.63761365]
 [ 1.1043854   0.12317696 -0.31772056 ... -0.26229554  0.0109099
   0.36815518]
 [ 0.49507034  0.05999161 -0.26232004 ...  0.00305815 -0.13232121
   0.34596974]
 ...
 [-0.44873503 -0.44825852 -0.4245652  ... -0.41146058 -0.41867784
  -0.40815288]
 [-0.44881785 -0.44828016 -0.42464364 ... -0.41147014 -0.41876936
  -0.40838102]
 [-0.4489225  -0.44841725 -0.42467028 ... -0.4115388  -0.4187372
  -0.40844375]]",pia
